age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,age_group
27,Private,147340,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,20-29
25,Private,206600,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,El-Salvador,<=50K,20-29
45,Private,127738,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,40-49
25,Private,213412,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,20-29
44,Private,249332,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Ecuador,<=50K,40-49
44,Local-gov,290403,Assoc-voc,11,Divorced,Protective-serv,Own-child,White,Female,40,Cuba,<=50K,40-49
42,Federal-gov,178470,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,40-49
20,Private,62865,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,45,United-States,<=50K,10-19
46,Private,164682,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,40-49
42,Private,198316,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,40-49
59,Private,261816,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,52,Outlying-US(Guam-USVI-etc),<=50K,50-59
47,Private,97176,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,40-49
58,Private,95835,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,36,United-States,<=50K,50-59
17,,280670,10th,6,Never-married,,Own-child,White,Female,40,United-States,<=50K,10-19
37,Private,25864,HS-grad,9,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,30-39
30,Private,149531,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,20-29
36,Private,33887,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,30-39
45,Private,131826,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,40-49
37,Private,133328,HS-grad,9,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,30-39
26,Private,164737,Some-college,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,20-29
53,Local-gov,99064,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-59
27,Private,208725,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,20-29
22,Private,138513,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,20-29
41,Private,121055,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,40-49
53,Private,149784,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,50-59
58,Private,114495,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,50-59
27,Private,145284,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,20-29
25,Private,177147,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,20-29
40,Private,141537,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K,30-39
23,Local-gov,314819,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,20-29
44,Private,123572,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,40-49
42,Private,332401,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,40-49
45,Federal-gov,106910,HS-grad,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,40-49
52,State-gov,314627,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K,50-59
27,Private,176972,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,20-29
40,Private,130834,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,30-39
51,Local-gov,264457,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,50-59
28,Private,107411,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,20-29
53,Private,290640,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,50,Germany,>50K,50-59
29,Private,106179,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,35,Canada,<=50K,20-29
19,Private,247679,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,10-19
30,Private,171598,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,50,United-States,<=50K,20-29
27,Private,182540,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,20-29
35,Private,172694,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,30-39
27,Private,130438,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,20-29
27,Private,213421,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,20-29
26,Private,276967,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,20-29
40,Private,184857,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K,30-39
40,Private,145160,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,30-39
35,Private,192251,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,30-39
25,Private,190650,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,Taiwan,<=50K,20-29
46,Private,99086,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,40-49
30,Private,216811,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,20-29
52,Private,110563,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,50-59
28,Private,120471,HS-grad,9,Never-married,Transport-moving,Not-in-family,Other,Male,40,United-States,<=50K,20-29
46,State-gov,298786,Some-college,10,Never-married,Other-service,Own-child,Black,Female,40,United-States,<=50K,40-49
45,Private,297884,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,40-49
18,Self-emp-not-inc,207438,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,10-19
23,Private,165474,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,20-29
41,Private,120277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,40-49
19,Self-emp-not-inc,67929,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,<=50K,10-19
69,Private,229418,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,60-69
33,Private,100882,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,30-39
36,Private,124818,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30-39
57,Private,71367,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,50-59
31,Private,303032,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,30-39
35,,98989,9th,5,Divorced,,Own-child,Amer-Indian-Eskimo,Male,38,United-States,<=50K,30-39
40,State-gov,390781,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,48,United-States,<=50K,30-39
32,Private,54782,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,30-39
35,,202683,Bachelors,13,Never-married,,Not-in-family,White,Male,40,United-States,<=50K,30-39
26,Private,213081,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,Jamaica,<=50K,20-29
27,Self-emp-inc,89718,Some-college,10,Separated,Sales,Own-child,White,Female,40,United-States,<=50K,20-29
29,Private,253262,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,20-29
18,State-gov,391257,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,10-19
56,Private,134756,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,50-59
46,Private,192793,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,40-49
41,Private,203943,12th,8,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,,<=50K,40-49
53,Private,89400,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,50-59
50,Private,237868,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,40-49
23,Private,139187,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,<=50K,20-29
40,Private,126701,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,30-39
54,Self-emp-inc,172175,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,50-59
45,Private,164210,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,40-49
30,Private,119164,Bachelors,13,Never-married,Other-service,Unmarried,White,Male,40,,<=50K,20-29
40,Self-emp-inc,92036,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-39
36,State-gov,77146,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,30-39
25,Self-emp-not-inc,191803,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,20-29
29,Private,54932,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,20-29
29,Private,251694,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,<=50K,20-29
22,Private,268145,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,20-29
56,Private,104842,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,50,Haiti,<=50K,50-59
60,Local-gov,227332,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,50-59
26,Private,169121,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,>50K,20-29
45,Local-gov,144940,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K,40-49
64,Private,102041,11th,7,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,60-69
26,Private,335998,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,38,United-States,<=50K,20-29
53,Private,29557,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,50-59
32,Private,190784,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,<=50K,30-39
59,Private,97168,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,50-59
41,,344572,HS-grad,9,Divorced,,Unmarried,White,Female,40,United-States,<=50K,40-49
46,State-gov,170165,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,37,United-States,<=50K,40-49
32,Private,178835,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,30-39
29,Private,118230,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,35,United-States,<=50K,20-29
48,Private,149640,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,40-49
21,Private,154165,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,35,United-States,<=50K,20-29
50,Self-emp-not-inc,341797,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,40-49
44,Local-gov,145246,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,>50K,40-49
51,Private,280093,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,50-59
42,Private,373469,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,40-49
27,Private,199172,Bachelors,13,Never-married,Protective-serv,Own-child,White,Female,40,United-States,<=50K,20-29
33,Private,258932,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,30-39
39,Private,258037,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,40,,<=50K,30-39
32,Private,116677,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-39
30,Private,59496,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,20-29
43,Self-emp-inc,34218,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,40-49
31,Private,200246,9th,5,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,30-39
64,Federal-gov,316246,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,60-69
37,Local-gov,239161,Some-college,10,Separated,Protective-serv,Own-child,Other,Male,52,United-States,<=50K,30-39
49,Self-emp-not-inc,173411,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K,40-49
29,Private,259226,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,<=50K,20-29
35,Local-gov,195516,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,30-39
42,State-gov,160369,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,40-49
21,,415913,Some-college,10,Never-married,,Own-child,White,Male,40,United-States,<=50K,20-29
23,Private,147253,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,20-29
35,Local-gov,199674,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,30-39
29,State-gov,198493,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,20-29
24,,175069,Bachelors,13,Never-married,,Not-in-family,White,Male,50,United-States,<=50K,20-29
28,,78388,10th,6,Never-married,,Own-child,White,Female,38,United-States,<=50K,20-29
23,Private,171705,HS-grad,9,Never-married,Sales,Unmarried,White,Female,48,United-States,<=50K,20-29
68,Private,192829,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,43,United-States,<=50K,60-69
41,Private,327606,12th,8,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,40-49
48,Private,34845,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,40-49
33,Private,58582,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30-39
48,Private,155659,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40-49
26,Private,381618,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,20-29
46,State-gov,111163,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K,40-49
62,Local-gov,136787,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,40,United-States,<=50K,60-69
26,Private,266022,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,20-29
35,Private,142874,Assoc-acdm,12,Married-spouse-absent,Sales,Own-child,Black,Female,36,United-States,<=50K,30-39
25,Self-emp-not-inc,72338,HS-grad,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,20-29
46,,177305,Assoc-voc,11,Married-civ-spouse,,Wife,Black,Female,35,United-States,>50K,40-49
59,Private,189721,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Italy,>50K,50-59
37,Private,34180,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-39
38,Private,183279,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,<=50K,30-39
33,Private,35309,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,,<=50K,30-39
23,Private,259109,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,40,Puerto-Rico,<=50K,20-29
39,Self-emp-inc,172538,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,30-39
26,Private,322547,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K,20-29
39,Private,300760,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,50,United-States,<=50K,30-39
28,Private,232782,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-29
29,Private,174645,11th,7,Divorced,Craft-repair,Unmarried,White,Female,52,United-States,<=50K,20-29
43,Private,164693,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,40-49
45,Private,116360,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,<=50K,40-49
48,Private,278530,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,40-49
50,Self-emp-not-inc,163948,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,40-49
63,Private,64544,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,>50K,60-69
22,Private,107882,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,35,United-States,<=50K,20-29
34,Private,186346,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,40,United-States,<=50K,30-39
28,Private,196690,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,20-29
53,Self-emp-not-inc,257126,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,50-59
58,Private,194733,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,50-59
55,Self-emp-not-inc,98361,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,50-59
44,Local-gov,124924,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,44,United-States,<=50K,40-49
